,category,model,colour,is_duplicate
1247,1,A1,8,1
1248,1,A2,3,1
1249,1,A3,3,1
1250,1,A5,3,1
1251,1,A9,3,1
1252,1,A10,3,1
1253,1,A12,2,1
1254,1,A17,2,1
1255,1,A15,14,1
1256,2,B4,10,1
1257,2,B9,1,1
1258,2,B14,2,1
1259,3,C21,14,1
1260,3,C44,14,1
1261,3,C53,14,1
1262,3,C54,14,1
1263,1,A34,2,1
1264,1,A39,4,1
1265,3,C16,13,1
1266,3,C5,11,1
1267,3,C32,2,0
1268,3,C19,12,1
1269,1,A15,14,1
1270,1,A17,2,1
1271,3,C17,14,1
1272,3,C5,11,1
1273,3,C3,6,1
1274,3,C33,14,1
1275,3,C27,11,1
1276,3,C40,14,1
1277,3,C43,6,1
1278,4,P23,6,1
1279,4,P42,6,1
1280,4,P46,14,1
1281,4,P48,9,1
1282,2,B9,1,1
1283,3,C11,7,1
1284,1,A5,3,1
1285,1,A16,1,1
1286,1,A10,3,1
1287,4,P4,4,1
1288,4,P17,2,1
1289,4,P70,6,1
1290,4,P6,2,1
1291,4,P12,4,1
1292,3,C5,11,1
1293,3,C7,13,1
1294,3,C17,14,1
1295,3,C1,4,1
1296,3,C59,5,1
1297,3,C57,5,1
1298,3,C22,11,1
1299,3,C27,11,1
1300,3,C33,14,1
1301,3,C25,2,1
1302,3,C24,12,1
1303,3,C35,9,1
1304,3,C41,13,1
1305,2,B10,2,1
1306,2,B13,12,1
1307,2,B24,11,1
1308,2,B23,7,1
1309,2,B30,9,1
1310,2,B19,13,1
1311,2,B19,13,1
1312,2,B33,6,1
1313,4,P6,2,1
1314,4,P20,7,1
1315,4,P20,7,1
1316,4,P33,9,1
1317,4,P44,11,1
1318,4,P52,11,1
1319,4,P64,12,1
1320,4,P57,4,1
1321,1,A15,14,1
1322,2,B4,10,1
1323,2,B7,6,1
1324,3,C5,11,1
1325,3,C1,4,1
1326,1,A11,3,1
1327,1,A10,3,1
1328,2,B13,12,1
1329,3,C13,9,1
1330,3,C4,4,1
1331,2,B1,4,1
1332,2,B11,2,1
1333,4,P15,4,1
1334,3,C7,13,1
1335,1,A1,8,1
1336,1,A5,3,1
1337,1,A9,3,1
1338,1,A6,3,1
1339,1,A10,3,1
1340,3,C51,6,1
1341,2,B23,7,1
1342,2,B30,9,1
1343,2,B25,6,1
1344,2,B34,2,1
1345,2,B19,13,1
1346,2,B28,9,1
1347,1,A15,14,1
1348,1,A31,6,1
1349,1,A33,1,1
1350,1,A40,4,1
1351,1,A42,6,1
1352,3,C8,2,1
1353,2,B23,7,1
1354,3,C33,14,1
1355,3,C26,14,1
1356,3,C36,14,1
1357,3,C23,3,0
1358,3,C34,7,1
1359,3,C42,7,1
1360,3,C50,9,1
1361,3,C49,4,1
1362,3,C40,14,1
1363,4,P16,7,1
1364,4,P15,4,1
1365,4,P33,9,1
1366,4,P20,7,1
1367,4,P65,9,1
1368,2,B23,7,1
1369,2,B23,7,1
1370,2,B11,2,1
1371,2,B10,2,1
1372,2,B14,2,1
1373,2,B16,12,1
1374,2,B4,10,1
1375,2,B11,2,1
1376,2,B12,2,1
1377,2,B17,6,1
1378,3,C16,13,1
1379,2,B25,6,1
1380,2,B1,4,1
1381,2,B4,10,1
1382,2,B9,1,1
1383,2,B11,2,1
1384,2,B10,2,1
1385,2,B12,2,1
1386,2,B14,2,1
1387,2,B15,9,1
1388,1,A10,3,1
1389,1,A16,1,1
1390,1,A21,1,1
1391,3,C12,14,1
1392,3,C5,11,1
1393,3,C11,7,1
1394,4,P6,2,1
1395,3,C13,9,1
1396,3,C12,14,1
1397,3,C5,11,1
1398,2,B8,4,1
1399,1,A15,14,1
1400,3,C14,9,1
1401,3,C17,14,1
1402,1,A4,3,1
1403,1,A17,2,1
1404,1,A1,8,1
1405,1,A4,3,1
1406,1,A11,3,1
1407,1,A12,2,1
1408,1,A13,1,1
1409,1,A15,14,1
1410,1,A2,3,1
1411,1,A10,3,1
1412,1,A17,2,1
1413,2,B3,12,1
1414,4,P11,4,1
1415,2,B26,13,1
1416,2,B27,2,1
1417,2,B25,6,1
1418,2,B32,6,1
1419,1,A4,3,1
1420,1,A6,3,1
1421,1,A5,3,1
1422,1,A9,3,1
1423,1,A10,3,1
1424,1,A12,2,1
1425,1,A8,3,1
1426,1,A27,3,0
1427,1,A42,6,1
1428,3,C6,6,1
1429,3,C5,11,1
1430,3,C7,13,1
1431,3,C29,6,1
1432,3,C28,2,1
1433,3,C51,6,1
1434,1,A15,14,1
1435,3,C2,12,1
1436,3,C7,13,1
1437,4,P1,3,1
1438,4,P12,4,1
1439,4,P17,2,1
1440,4,P33,9,1
1441,4,P38,9,1
1442,4,P38,9,1
1443,4,P41,9,1
1444,4,P67,9,1
1445,4,P67,9,1
1446,4,P5,3,1
1447,4,P36,2,1
1448,4,P2,3,1
1449,4,P41,9,1
1450,4,P15,4,1
1451,4,P67,9,1
1452,4,P59,2,1
1453,4,P40,4,1
1454,4,P67,9,1
1455,4,P67,9,1
1456,4,P1,3,1
1457,4,P61,1,1
1458,4,P51,9,1
1459,4,P4,4,1
1460,4,P23,6,1
1461,1,A16,1,1
1462,1,A21,1,1
1463,1,A21,1,1
1464,1,A11,3,1
1465,1,A21,1,1
1466,1,A30,6,1
1467,3,C9,6,1
1468,2,B4,10,1
1469,2,B4,10,1
1470,2,B5,14,1
1471,2,B9,1,1
1472,2,B34,2,1
1473,2,B4,10,1
1474,2,B9,1,1
1475,4,P29,5,1
1476,2,B4,10,1
1477,2,B32,6,1
1478,2,B24,11,1
1479,2,B32,6,1
1480,2,B34,2,1
1481,1,A15,14,1
1482,1,A18,4,1
1483,1,A17,2,1
1484,1,A14,3,1
1485,1,A2,3,1
1486,1,A32,2,1
1487,1,A11,3,1
1488,1,A12,2,1
1489,1,A15,14,1
1490,1,A17,2,1
1491,1,A33,1,1
1492,1,A40,4,1
1493,1,A37,2,1
1494,3,C24,12,1
1495,3,C48,6,1
1496,3,C47,13,1
1497,3,C21,14,1
1498,3,C5,11,1
1499,3,C7,13,1
1500,3,C20,13,1
1501,3,C47,13,1
1502,3,C10,9,1
1503,3,C21,14,1
1504,3,C48,6,1
1505,4,P6,2,1
1506,4,P1,3,1
1507,4,P1,3,1
1508,3,C17,14,1
1509,1,A11,3,1
1510,2,B4,10,1
1511,2,B3,12,1
1512,2,B4,10,1
1513,1,A11,3,1
1514,4,P14,2,1
1515,3,C40,14,1
1516,2,B4,10,1
1517,1,A11,3,1
1518,1,A4,3,1
1519,3,C26,14,1
1520,3,C40,14,1
1521,4,P6,2,1
1522,3,C26,14,1
1523,3,C29,6,1
1524,2,B4,10,1
1525,1,A11,3,1
1526,1,A3,3,1
1527,1,A7,3,1
1528,2,B4,10,1
1529,2,B24,11,1
1530,1,A11,3,1
1531,1,A9,3,1
1532,3,C26,14,1
1533,3,C40,14,1
1534,3,C54,14,1
1535,2,B15,9,1
1536,4,P4,4,1
1537,4,P1,3,1
1538,3,C11,7,1
1539,3,C4,4,1
1540,1,A1,8,1
1541,1,A15,14,1
1542,1,A18,4,1
1543,1,A11,3,1
1544,1,A17,2,1
1545,2,B23,7,1
1546,4,P3,2,1
1547,4,P15,4,1
1548,1,A2,3,1
1549,3,C11,7,1
1550,3,C1,4,1
1551,3,C4,4,1
1552,3,C25,2,1
1553,3,C30,2,1
1554,3,C48,6,1
1555,3,C57,5,1
1556,3,C59,5,1
1557,3,C6,6,1
1558,3,C21,14,1
1559,2,B12,2,1
1560,2,B34,2,1
1561,2,B4,10,1
1562,1,A5,3,1
1563,3,C6,6,1
1564,1,A2,3,1
1565,1,A3,3,1
1566,1,A5,3,1
1567,1,A6,3,1
1568,1,A7,3,1
1569,1,A8,3,1
1570,1,A9,3,1
1571,1,A10,3,1
1572,1,A11,3,1
1573,1,A12,2,1
1574,1,A14,3,1
1575,1,A2,3,1
1576,3,C14,9,1
1577,2,B16,12,1
1578,2,B8,4,1
1579,2,B16,12,1
1580,2,B4,10,1
1581,2,B10,2,1
1582,2,B3,12,1
1583,2,B13,12,1
1584,4,P16,7,1
1585,4,P1,3,1
1586,4,P14,2,1
1587,4,P15,4,1
1588,2,B10,2,1
1589,2,B8,4,1
1590,2,B5,14,1
1591,3,C53,14,1
1592,3,C48,6,1
1593,3,C47,13,1
1594,3,C37,2,1
1595,3,C49,4,1
1596,3,C41,13,1
1597,4,P15,4,1
1598,4,P51,9,1
1599,2,B10,2,1
1600,2,B31,9,1
1601,2,B24,11,1
1602,1,A31,6,1
1603,3,C40,14,1
1604,1,A16,1,1
1605,1,A13,1,1
1606,1,A33,1,1
1607,1,A30,6,1
1608,4,P16,7,1
1609,4,P12,4,1
1610,4,P14,2,1
1611,3,C4,4,1
1612,3,C9,6,1
1613,3,C33,14,1
1614,3,C35,9,1
1615,3,C30,2,1
1616,3,C32,2,1
1617,3,C42,7,1
1618,3,C50,9,1
1619,1,A16,1,1
1620,3,C3,6,1
1621,3,C17,14,1
1622,3,C14,9,1
1623,2,B6,2,1
1624,2,B9,1,1
1625,2,B9,1,1
1626,2,B27,2,1
1627,2,B23,7,1
1628,2,B3,12,1
1629,3,C14,9,1
1630,3,C24,12,1
1631,3,C40,14,1
1632,3,C52,2,1
1633,3,C53,14,1
1634,4,P39,14,1
1635,1,A19,12,1
1636,1,A11,3,1
1637,1,A2,3,1
1638,3,C19,12,1
1639,4,P23,6,1
1640,4,P82,6,1
1641,2,B10,2,1
1642,2,B1,4,1
1643,2,B16,12,1
1644,2,B23,7,1
1645,2,B25,6,1
1646,2,B15,9,1
1647,4,P9,4,1
1648,4,P23,6,1
1649,4,P63,14,1
1650,4,P82,6,1
1651,3,C21,14,1
1652,3,C19,12,1
1653,4,P5,3,1
1654,4,P16,7,1
1655,4,P18,2,1
1656,4,P29,5,1
1657,4,P26,4,1
1658,4,P50,6,1
1659,4,P60,14,1
1660,4,P61,1,1
1661,4,P63,14,1
1662,4,P70,6,1
1663,4,P74,12,0
1664,4,P78,14,1
1665,4,P82,6,1
1666,2,B4,10,1
1667,2,B16,12,1
1668,2,B25,6,1
1669,2,B24,11,1
1670,3,C40,14,1
1671,3,C54,14,1
1672,3,C50,9,1
1673,3,C53,14,1
1674,2,B9,1,1
1675,2,B16,12,1
1676,1,A12,2,1
1677,2,B1,4,1
1678,2,B3,12,1
1679,2,B6,2,1
1680,2,B12,2,1
1681,2,B10,2,1
1682,2,B31,9,1
1683,2,B30,9,1
1684,2,B25,6,1
1685,3,C42,7,1
1686,3,C50,9,1
1687,4,P60,14,1
1688,1,A1,8,1
1689,1,A9,3,1
1690,1,A5,3,1
1691,1,A6,3,1
1692,1,A8,3,1
1693,1,A9,3,1
1694,1,A12,2,1
1695,1,A24,2,1
1696,1,A21,1,1
1697,3,C49,4,1
1698,4,P70,6,1
1699,4,P39,14,1
1700,4,P39,14,1
1701,4,P48,9,1
1702,2,B17,6,1
1703,3,C5,11,1
1704,3,C2,12,1
1705,3,C27,11,1
1706,2,B2,3,1
1707,3,C1,4,1
1708,3,C2,12,1
1709,3,C3,6,1
1710,3,C4,4,1
1711,3,C5,11,1
1712,3,C6,6,1
1713,3,C7,13,1
1714,3,C9,6,1
1715,3,C19,12,1
1716,3,C20,13,1
1717,3,C21,14,1
1718,3,C22,11,1
1719,3,C23,3,1
1720,3,C24,12,1
1721,3,C27,11,1
1722,1,A1,8,1
1723,3,C5,11,1
1724,3,C14,9,1
1725,1,A4,3,1
1726,2,B4,10,1
1727,2,B15,9,1
1728,2,B27,2,1
1729,4,P18,2,1
1730,4,P1,3,1
1731,4,P39,14,1
1732,4,P23,6,1
1733,4,P59,2,1
1734,4,P69,9,1
1735,1,A12,2,1
1736,1,A6,3,1
1737,1,A10,3,1
1738,1,A11,3,1
1739,1,A9,3,1
1740,1,A6,3,1
1741,3,C5,11,1
1742,4,P15,4,1
1743,4,P3,2,1
1744,4,P1,3,1
1745,4,P1,3,1
1746,2,B21,12,1
1747,2,B24,11,1
1748,2,B13,12,1
1749,2,B13,12,1
1750,1,A2,3,1
1751,1,A3,3,1
1752,1,A9,3,1
1753,1,A5,3,1
1754,1,A6,3,1
1755,1,A7,3,1
1756,1,A8,3,1
1757,1,A10,3,1
1758,1,A15,14,1
1759,1,A15,14,1
1760,1,A16,1,1
1761,1,A9,3,1
1762,1,A21,1,1
1763,1,A22,4,1
1764,1,A31,6,1
1765,1,A35,14,1
1766,1,A37,2,1
1767,2,B2,3,1
1768,2,B4,10,1
1769,2,B32,6,1
1770,3,C41,13,1
1771,3,C41,13,1
1772,3,C41,13,1
1773,3,C17,14,1
1774,1,A9,3,1
1775,1,A11,3,1
1776,1,A1,8,1
1777,1,A9,3,1
1778,1,A6,3,1
1779,1,A8,3,1
1780,1,A17,2,1
1781,1,A7,3,1
1782,1,A14,3,1
1783,1,A13,1,1
1784,1,A5,3,1
1785,1,A15,14,1
1786,1,A2,3,1
1787,1,A16,1,1
1788,1,A3,3,1
1789,1,A18,4,1
1790,1,A4,3,1
1791,1,A10,3,1
1792,2,B32,6,1
1793,3,C41,13,1
1794,3,C59,5,1
1795,3,C56,6,1
1796,1,A1,8,1
1797,1,A2,3,1
1798,1,A9,3,1
1799,1,A9,3,1
1800,1,A18,4,1
1801,1,A12,2,1
1802,2,B15,9,1
1803,3,C4,4,1
1804,3,C13,9,1
1805,2,B10,2,1
1806,2,B4,10,1
1807,2,B15,9,1
1808,1,A7,3,1
1809,4,P16,7,1
1810,4,P1,3,1
1811,2,B10,2,1
1812,2,B24,11,1
1813,2,B32,6,1
1814,2,B26,13,1
1815,2,B21,12,1
1816,2,B30,9,1
1817,2,B31,9,1
1818,2,B19,13,1
1819,2,B14,2,1
1820,2,B11,2,1
1821,3,C16,13,1
1822,3,C19,12,1
1823,3,C46,2,1
1824,1,A13,1,1
1825,1,A22,4,1
1826,1,A40,4,1
1827,1,A41,4,1
1828,4,P6,2,1
1829,4,P10,4,1
1830,4,P12,4,1
1831,4,P13,4,1
1832,4,P33,9,1
1833,4,P39,14,1
1834,4,P69,9,1
1835,4,P68,2,0
1836,4,P75,7,0
1837,3,C27,11,1
1838,1,A11,3,1
1839,4,P1,3,1
1840,4,P2,3,1
1841,4,P3,2,1
1842,4,P4,4,1
1843,4,P15,4,1
1844,4,P16,7,1
1845,4,P21,4,1
1846,4,P23,6,1
1847,4,P30,4,1
1848,4,P33,9,1
1849,4,P34,9,1
1850,4,P37,2,1
1851,4,P12,4,1
1852,4,P1,3,1
1853,4,P6,2,1
1854,4,P16,7,1
1855,2,B11,2,1
1856,2,B17,6,1
1857,3,C7,13,1
1858,3,C12,14,1
1859,3,C17,14,1
1860,2,B4,10,1
1861,2,B13,12,1
1862,2,B12,2,1
1863,2,B2,3,1
1864,2,B3,12,1
1865,2,B7,6,1
1866,4,P15,4,1
1867,4,P16,7,1
1868,4,P16,7,1
1869,4,P4,4,1
1870,4,P16,7,1
1871,4,P1,3,1
1872,4,P5,3,1
1873,4,P17,2,1
1874,4,P12,4,1
1875,3,C8,2,1
1876,2,B11,2,1
1877,2,B11,2,1
1878,1,A2,3,1
1879,1,A15,14,1
1880,4,P6,2,1
1881,4,P6,2,1
1882,2,B4,10,1
1883,2,B11,2,1
1884,4,P6,2,1
1885,1,A4,3,1
1886,1,A9,3,1
1887,1,A15,14,1
1888,1,A17,2,1
1889,3,C8,2,1
1890,1,A6,3,1
1891,2,B1,4,1
1892,2,B17,6,1
1893,2,B29,2,1
1894,2,B31,9,1
1895,2,B25,6,1
1896,2,B24,11,1
1897,2,B26,13,1
1898,3,C12,14,1
1899,3,C8,2,1
1900,3,C15,6,1
1901,3,C15,6,1
1902,1,A6,3,1
1903,1,A17,2,1
1904,1,A17,2,1
1905,1,A18,4,1
1906,4,P23,6,1
1907,4,P23,6,1
1908,1,A9,3,1
1909,4,P61,1,1
1910,4,P61,1,1
1911,4,P70,6,1
1912,4,P35,4,1
1913,4,P36,2,1
1914,2,B1,4,1
1915,2,B11,2,1
1916,2,B11,2,1
1917,2,B9,1,1
1918,2,B29,2,1
1919,2,B9,1,1
1920,3,C54,14,1
1921,2,B6,2,1
1922,2,B16,12,1
1923,2,B9,1,1
1924,2,B12,2,1
1925,4,P18,2,1
1926,4,P23,6,1
1927,4,P59,2,1
1928,1,A3,3,1
1929,1,A11,3,1
1930,1,A1,8,1
1931,1,A3,3,1
1932,2,B4,10,1
1933,2,B16,12,1
1934,2,B1,4,1
1935,2,B2,3,1
1936,2,B3,12,1
1937,3,C5,11,1
1938,3,C7,13,1
1939,3,C12,14,1
1940,3,C18,9,1
1941,4,P1,3,1
1942,4,P3,2,1
1943,4,P7,4,1
1944,4,P13,4,1
1945,4,P14,2,1
1946,4,P18,2,1
1947,4,P17,2,1
1948,4,P2,3,1
1949,4,P9,4,1
1950,4,P4,4,1
1951,4,P46,14,1
1952,4,P49,14,1
1953,4,P70,6,1
1954,4,P64,12,1
1955,4,P67,9,1
1956,4,P43,7,1
1957,4,P76,2,1
1958,1,A2,3,1
1959,1,A3,3,1
1960,1,A5,3,1
1961,1,A6,3,1
1962,1,A7,3,1
1963,1,A8,3,1
1964,1,A9,3,1
1965,1,A11,3,1
1966,1,A12,2,1
1967,1,A3,3,1
1968,1,A2,3,1
1969,1,A5,3,1
1970,1,A12,2,1
1971,1,A33,1,1
1972,1,A21,1,1
1973,1,A5,3,1
1974,3,C5,11,1
1975,3,C6,6,1
1976,3,C12,14,1
1977,3,C29,6,1
1978,3,C40,14,1
1979,4,P12,4,1
1980,4,P11,4,1
1981,4,P12,4,1
1982,4,P18,2,1
1983,4,P12,4,1
1984,4,P12,4,1
1985,4,P11,4,1
1986,4,P11,4,1
1987,4,P11,4,1
1988,4,P3,2,1
1989,4,P7,4,1
1990,4,P12,4,1
1991,4,P12,4,1
1992,4,P12,4,1
1993,1,A41,4,1
1994,1,A26,2,1
1995,2,B32,6,1
1996,2,B1,4,1
1997,2,B16,12,1
1998,2,B1,4,1
1999,2,B1,4,1
2000,2,B12,2,1
2001,2,B24,11,1
2002,2,B21,12,1
2003,2,B23,7,1
2004,2,B30,9,1
2005,2,B31,9,1
2006,2,B25,6,1
2007,2,B6,2,1
2008,2,B13,12,1
2009,2,B16,12,1
2010,4,P14,2,1
2011,4,P6,2,1
2012,2,B10,2,1
2013,2,B4,10,1
2014,2,B24,11,1
2015,4,P6,2,1
2016,3,C17,14,1
2017,1,A16,1,1
2018,2,B4,10,1
2019,2,B26,13,1
2020,1,A7,3,1
2021,4,P15,4,1
2022,1,A31,6,1
2023,1,A28,1,1
2024,2,B4,10,1
2025,2,B15,9,1
2026,2,B17,6,1
2027,3,C1,4,1
2028,3,C2,12,1
2029,3,C10,9,1
2030,3,C2,12,1
2031,3,C18,9,1
2032,3,C54,14,1
2033,3,C59,5,1
2034,2,B17,6,1
2035,3,C56,6,1
2036,2,B10,2,1
2037,1,A11,3,1
2038,3,C17,14,1
2039,4,P6,2,1
2040,4,P15,4,1
2041,4,P8,2,1
2042,4,P15,4,1
2043,4,P20,7,1
2044,4,P36,2,1
2045,4,P51,9,1
2046,1,A4,3,1
2047,2,B4,10,1
2048,3,C7,13,1
2049,4,P15,4,1
2050,4,P5,3,1
2051,4,P5,3,1
2052,3,C16,13,1
2053,3,C41,13,1
2054,1,A22,4,1
2055,3,C38,13,1
2056,1,A7,3,1
2057,3,C31,12,1
2058,1,A32,2,1
2059,3,C28,2,1
2060,3,C28,2,1
2061,1,A17,2,1
2062,3,C44,14,1
2063,1,A37,2,1
2064,1,A37,2,1
2065,3,C7,13,1
2066,3,C46,2,1
2067,1,A25,1,0
2068,3,C41,13,1
2069,1,A29,2,1
2070,3,C29,6,1
2071,1,A27,3,1
2072,3,C18,9,1
2073,1,A26,2,1
2074,3,C32,2,1
2075,3,C14,9,1
2076,3,C9,6,1
2077,1,A35,14,1
2078,3,C48,6,1
2079,2,B33,6,1
2080,2,B11,2,1
2081,3,C41,13,1
2082,3,C45,11,1
2083,3,C45,11,1
2084,3,C27,11,1
2085,2,B16,12,1
2086,2,B17,6,1
2087,3,C33,14,1
2088,1,A33,1,1
2089,1,A33,1,1
2090,1,A31,6,1
2091,3,C33,14,1
2092,3,C36,14,1
2093,3,C48,6,1
2094,1,A4,3,1
2095,3,C21,14,1
2096,1,A42,6,1
2097,3,C48,6,1
2098,3,C45,11,1
2099,1,A11,3,1
2100,2,B17,6,1
2101,2,B16,12,1
2102,3,C17,14,1
2103,1,A15,14,1
2104,4,P3,2,1
2105,4,P5,3,1
2106,1,A15,14,1
2107,1,A15,14,1
2108,1,A15,14,1
2109,1,A4,3,1
2110,4,P5,3,1
2111,3,C11,7,1
2112,3,C32,2,1
2113,3,C50,9,1
2114,3,C53,14,1
2115,4,P7,4,1
2116,4,P13,4,1
2117,4,P50,6,1
2118,4,P50,6,1
2119,1,A16,1,1
2120,1,A28,1,1
2121,1,A41,4,1
2122,2,B31,9,1
2123,3,C13,9,1
2124,4,P13,4,1
2125,1,A5,3,1
2126,2,B22,2,1
2127,2,B4,10,1
2128,3,C15,6,1
2129,1,A6,3,1
2130,1,A12,2,1
2131,1,A11,3,1
2132,1,A18,4,1
2133,1,A13,1,1
2134,1,A16,1,1
2135,1,A15,14,1
2136,2,B17,6,1
2137,2,B1,4,1
2138,2,B33,6,1
2139,2,B34,2,1
2140,3,C3,6,1
2141,3,C11,7,1
2142,3,C14,9,1
2143,4,P9,4,1
2144,4,P5,3,1
2145,4,P5,3,1
2146,3,C47,13,1
2147,4,P48,9,1
2148,4,P63,14,1
2149,2,B1,4,1
2150,2,B17,6,1
2151,2,B21,12,1
2152,2,B33,6,1
2153,2,B4,10,1
2154,1,A16,1,1
2155,1,A15,14,1
2156,1,A16,1,1
2157,1,A11,3,1
2158,2,B4,10,1
2159,2,B13,12,1
2160,2,B3,12,1
2161,2,B1,4,1
2162,2,B7,6,1
2163,2,B15,9,1
2164,2,B9,1,1
2165,4,P16,7,1
2166,4,P14,2,1
2167,4,P5,3,1
2168,4,P15,4,1
2169,4,P9,4,1
2170,4,P6,2,1
2171,4,P14,2,1
2172,4,P33,9,1
2173,4,P36,2,1
2174,1,A13,1,1
2175,1,A18,4,1
2176,1,A39,4,1
2177,2,B7,6,1
2178,2,B14,2,1
2179,2,B26,13,1
2180,3,C10,9,1
2181,3,C57,5,1
2182,4,P12,4,1
2183,1,A26,2,1
2184,1,A26,2,1
2185,2,B1,4,1
2186,2,B14,2,1
2187,2,B13,12,1
2188,2,B10,2,1
2189,2,B12,2,1
2190,2,B15,9,1
2191,2,B17,6,1
2192,2,B3,12,1
2193,2,B5,14,1
2194,2,B4,10,1
2195,4,P12,4,1
2196,4,P15,4,1
2197,3,C2,12,1
2198,1,A37,2,1
2199,1,A16,1,1
2200,1,A17,2,1
2201,1,A18,4,1
2202,1,A11,3,1
2203,1,A17,2,1
2204,3,C18,9,1
2205,4,P3,2,1
2206,4,P11,4,1
2207,4,P12,4,1
2208,4,P23,6,1
2209,4,P81,4,1
2210,4,P10,4,1
2211,4,P9,4,1
2212,3,C10,9,1
2213,3,C13,9,1
2214,3,C32,2,1
2215,3,C49,4,1
2216,1,A4,3,1
2217,1,A20,2,1
2218,1,A41,4,1
2219,1,A13,1,1
2220,4,P78,14,1
2221,3,C9,6,1
2222,3,C15,6,1
2223,4,P3,2,1
2224,4,P19,2,1
2225,1,A1,8,1
2226,1,A7,3,1
2227,3,C4,4,1
2228,3,C3,6,1
2229,4,P13,4,1
2230,4,P15,4,1
2231,4,P17,2,1
2232,2,B10,2,1
2233,4,P19,2,1
2234,3,C4,4,1
2235,3,C28,2,1
2236,3,C49,4,1
2237,3,C59,5,1
2238,3,C55,13,1
2239,1,A8,3,1
2240,1,A18,4,1
2241,2,B1,4,1
2242,2,B4,10,1
2243,2,B12,2,1
2244,4,P12,4,1
2245,4,P14,2,1
2246,4,P34,9,1
2247,4,P27,6,0
2248,4,P33,9,1
2249,4,P37,2,1
2250,4,P65,9,1
2251,4,P58,9,1
2252,4,P70,6,1
2253,4,P72,14,1
2254,4,P66,9,1
2255,2,B1,4,1
2256,4,P3,2,1
2257,4,P9,4,1
2258,4,P10,4,1
2259,3,C17,14,1
2260,1,A19,12,1
2261,2,B33,6,1
2262,2,B23,7,1
2263,2,B29,2,1
2264,3,C21,14,1
2265,3,C30,2,1
2266,3,C35,9,1
2267,3,C40,14,1
2268,3,C54,14,1
2269,2,B34,2,1
2270,2,B19,13,1
2271,2,B2,3,1
2272,2,B34,2,1
2273,3,C25,2,1
2274,3,C29,6,1
2275,3,C47,13,1
2276,1,A11,3,1
2277,1,A33,1,1
2278,1,A21,1,1
2279,1,A20,2,1
2280,4,P17,2,1
2281,4,P15,4,1
2282,4,P3,2,1
2283,4,P30,4,1
2284,2,B27,2,1
2285,1,A20,2,1
2286,3,C30,2,1
2287,3,C54,14,1
2288,3,C53,14,1
2289,4,P16,7,1
2290,4,P16,7,1
2291,4,P33,9,1
2292,1,A4,3,1
2293,1,A13,1,1
2294,1,A16,1,1
2295,1,A11,3,1
2296,1,A6,3,1
2297,1,A1,8,1
2298,1,A18,4,1
2299,1,A17,2,1
2300,4,P11,4,1
2301,4,P15,4,1
2302,4,P9,4,1
2303,3,C15,6,1
2304,1,A9,3,1
2305,1,A11,3,1
2306,1,A14,3,1
2307,1,A3,3,1
2308,3,C5,11,1
2309,3,C4,4,1
2310,3,C13,9,1
2311,1,A13,1,1
2312,1,A17,2,1
2313,1,A16,1,1
2314,4,P5,3,1
2315,4,P16,7,1
2316,2,B4,10,1
2317,2,B10,2,1
2318,2,B15,9,1
2319,2,B30,9,1
2320,3,C13,9,1
2321,3,C18,9,1
2322,4,P1,3,1
2323,4,P15,4,1
2324,4,P33,9,1
2325,4,P51,9,1
2326,3,C8,2,1
2327,3,C2,12,1
2328,3,C12,14,1
2329,3,C14,9,1
2330,3,C34,7,1
2331,3,C33,14,1
2332,3,C46,2,1
2333,3,C5,11,1
2334,3,C16,13,1
2335,3,C17,14,1
2336,1,A7,3,1
2337,1,A3,3,1
2338,1,A4,3,1
2339,2,B10,2,1
2340,2,B13,12,1
2341,2,B21,12,1
2342,3,C34,7,1
2343,3,C41,13,1
2344,3,C49,4,1
2345,3,C50,9,1
2346,3,C57,5,1
2347,2,B4,10,1
2348,2,B26,13,1
2349,2,B16,12,1
2350,2,B30,9,1
2351,2,B23,7,1
2352,4,P16,7,1
2353,4,P33,9,1
2354,4,P34,9,1
2355,4,P3,2,1
2356,4,P12,4,1
2357,4,P1,3,1
2358,3,C5,11,1
2359,3,C35,9,1
2360,3,C48,6,1
2361,2,B4,10,1
2362,2,B15,9,1
2363,2,B10,2,1
2364,1,A21,1,1
2365,1,A32,2,1
2366,1,A30,6,1
2367,1,A40,4,1
2368,1,A37,2,1
2369,2,B26,13,1
2370,2,B1,4,1
2371,2,B4,10,1
2372,2,B2,3,1
2373,2,B13,12,1
2374,2,B10,2,1
2375,2,B14,2,1
2376,2,B24,11,1
2377,1,A5,3,1
2378,2,B10,2,1
2379,2,B14,2,1
2380,2,B11,2,1
2381,2,B13,12,1
2382,1,A2,3,1
2383,1,A3,3,1
2384,1,A2,3,1
2385,1,A5,3,1
2386,1,A7,3,1
2387,1,A5,3,1
2388,1,A6,3,1
2389,1,A8,3,1
2390,1,A10,3,1
2391,1,A12,2,1
2392,1,A4,3,1
2393,4,P1,3,1
2394,4,P5,3,1
2395,4,P82,6,1
2396,4,P80,7,1
2397,4,P74,12,1
2398,2,B4,10,1
2399,2,B9,1,1
2400,1,A4,3,1
2401,1,A4,3,1
2402,1,A16,1,1
2403,1,A13,1,1
2404,1,A30,6,1
2405,4,P23,6,1
2406,4,P4,4,1
2407,4,P1,3,1
2408,4,P1,3,1
2409,4,P1,3,1
2410,4,P5,3,1
2411,4,P23,6,1
